Timestamp (ns),raw,QUAT W,QUAT X,QUAT Y,QUAT Z,ACCEL X,ACCEL Y,ACCEL Z,GYRO X,GYRO Y,GYRO Z
1599834799009574330,d26506d3ea72d93306ebfe31fa55f4c6f9f70b71,-11675,1747,-5518,-9933,1771,-463,-1451,-2874,-1545,2929
1599834799093081216,d2a406cbeaedd8a6071cfe53faabf4fbf85b0b7a,-11612,1739,-5395,-10074,1820,-429,-1365,-2821,-1957,2938
1599834799098011561,d3fd045ef093d4620477fe23fb01f7fdeaf60b5d,-11267,1118,-3949,-11166,1143,-477,-1279,-2051,-5386,2909
1599834799099826347,d42003d1f16dd3e803dafdbffae3f88aea070b57,-11232,977,-3731,-11288,986,-577,-1309,-1910,-5625,2903
1599834799101755594,98f639f61b00b8e316ff6ed733f2260529d0f4fc,-26378,14838,6912,-18205,5887,28375,13298,9733,10704,-2820
1599834799182950580,78f54bf5680147e2e0fe6bd740f12d05e7d14cfb,30965,19445,26625,18402,-7938,27607,16625,11525,-6191,19707
1599834799183628856,fdf462f45a01b7e2fcfd96d74df034069fd1abfb,-524,25332,23041,-18462,-771,-26921,19952,13318,-24623,-21509
1599834799185561661,f94af3f4ee22027fe9edfb00d797ea480aa1d4a8,-1718,-3084,-4574,639,-5651,-1280,-10345,-5560,2721,-11096
1599834799186693261,f93cf410ed6b02daeb9ffa71d799e9970af8d516,-1732,-3056,-4757,730,-5217,-1423,-10343,-5737,2808,-10986
1599834799228352239,f907f3f6ec880351ed52f9aed796e8ef0b3dd584,-1785,-3082,-4984,849,-4782,-1618,-10346,-5905,2877,-10876
1599834799232959069,1ef6def261e5ff04d8f53bf5bfd711e5020bbad8,7926,-8462,25061,-252,-9995,15349,-16425,4581,523,-17704
1599834799234050794,91f6c3f2efe5c504d0f599f555d6f5e4800bafd9,-28170,-15374,-4123,-15100,-12043,-26123,21974,-2588,-32757,-20519
1599834799318026240,e5890556f6baf4b0d6bde3830b7fd9ebf6f2f470,-6775,1366,-2374,-2896,-10563,-7293,2943,-9749,-2318,-2960
1599834799324956473,e4d405bdf7aaf491d6a2e30c0b55da57f74df4be,-6956,1469,-2134,-2927,-10590,-7412,2901,-9641,-2227,-2882
1599834799326056238,d5dfe0660945dcd4fbc3f9a0dda306f1fdcef499,-10785,-8090,2373,-9004,-1085,-1632,-8797,1777,-562,-2919
1599834799327151373,d5cae00608eedd2efb94fa5cde430743fdabf466,-10806,-8186,2286,-8914,-1132,-1444,-8637,1859,-597,-2970
1599834799362983250,d569dd130639e000fdb6fe72e2800694fd1af661,-10903,-8941,1593,-8192,-586,-398,-7552,1684,-742,-2463
1599834799364120946,d569dcb705f9e05afd51ff16e31806cdfc11f6c2,-10903,-9033,1529,-8102,-687,-234,-7400,1741,-1007,-2366
1599834799408093648,d549da4a040de321fbc8021be74604a5fc76f83e,-10935,-9654,1037,-7391,-1080,539,-6330,1189,-906,-1986
1599834799409201136,d546da0603e3e37afb43025ae73e044ffbb1f82f,-10938,-9722,995,-7302,-1213,602,-6338,1103,-1103,-2001
1599834799460937661,f96f03eeebe001b8fbb0f87cd4ead81002e5e6c5,-1681,1006,-5152,440,-1104,-1924,-11030,-10224,741,-6459
1599834799462741224,f92903dfec7e0162fc53f856d4d5d7f102bde716,-1751,991,-4994,354,-941,-1962,-11051,-10255,701,-6378
1599834799498065584,d413d7c20176e8a5fc8203f5f06ffefc0036f9a7,-11245,-10302,374,-5979,-894,1013,-3985,-260,54,-1625
1599834799498993760,d3f6d7c3014de8d8fcad038af0d5feeafffff9d8,-11274,-10301,333,-5928,-851,906,-3883,-278,-1,-1576
1599834799543024698,d328d7920130eacbfa900304f38bfdfff9a2fc51,-11480,-10350,304,-5429,-1392,772,-3189,-513,-1630,-943
1599834799544414808,d310d7850153eb1afa31031df3edfdd7f92ffc7e,-11504,-10363,339,-5350,-1487,797,-3091,-553,-1745,-898
1599834799641303467,01e7f579fc21ff61fffcd190d81e0282ed7cfab9,487,-2695,-991,-159,-4,-11888,-10210,642,-4740,-1351
1599834799723120515,0201f52cfc2bfed8005cd17bd833029fed87fab9,513,-2772,-981,-296,92,-11909,-10189,671,-4729,-1351
1599834799727325262,d168d84502c3ed93fa7a0267f486fc5dfdab00f9,-11928,-10171,707,-4717,-1414,615,-2938,-931,-597,249
1599834799729200897,d158d85502ededa1fa420286f474fc80fd160150,-11944,-10155,749,-4703,-1470,646,-2956,-896,-746,336
1599834799731297474,56035ef1fcfe85f9fb0630d198d888071cedb7f7,22019,24305,-770,-31239,-1274,12497,-26408,-30713,7405,-18441
1599834799768054248,df037ef1ecfe98f9a50665d1afd881077fedb3f7,-8445,32497,-4866,-26375,-23290,26065,-20520,-32505,32749,-19465
1599834799773704456,d1c7d87a07e2edadf70c0373f17afec1f9bd06cf,-11833,-10118,2018,-4691,-2292,883,-3718,-319,-1603,1743
1599834799775484486,d1e1d8750843eda3f6c70363f161fec8fa2006fe,-11807,-10123,2115,-4701,-2361,867,-3743,-312,-1504,1790
1599834799814523052,d288d8d60af3eca0f95704cbed88fd3efe270902,-11640,-10026,2803,-4960,-1705,1227,-4728,-706,-473,2306
1599834799815580887,d29dd8f10b48ec6bf98b04c5ecd8fd4dfe440959,-11619,-9999,2888,-5013,-1653,1221,-4904,-691,-444,2393
1599834799816644128,3c02e7e7eafdc6fe000bb0d3c0d9e20ea1ea4cf8,15362,-6169,-5379,-14594,11,-20269,-16167,-7666,-24086,19704
1599834799858088976,4f0314e779fde5fdf00c1bd3eed9ff0f0dea03f8,20227,5351,31229,-6659,-4084,7123,-4391,-241,3562,1016
1599834799863563019,d58ddac5120fe7e0f5ad00d6e569ff89fe670dd1,-10867,-9531,4623,-6176,-2643,214,-6807,-119,-409,3537
1599834799993103233,d5cfdae51275e788f58e0057e57eff9efec30dee,-10801,-9499,4725,-6264,-2674,87,-6786,-98,-317,3566
1599834800009472096,f526fbe1e58300a106420d88d7f9dca914cfe380,-2778,-1055,-6781,161,1602,3464,-10247,-9047,5327,-7296
1599834800010539762,f51dfb3ee5e9009c07310d47d826dcf614e8e2f6,-2787,-1218,-6679,156,1841,3399,-10202,-8970,5352,-7434
1599834800012354197,9ee713ff830de00b52d8f2e04714c7de58f6c1f8,-24857,5119,-31987,-8181,21208,-3360,18196,-14370,22774,-15880
1599834800040761227,3de737ff670e6d0ab0d8f9e0c614a5ddc4f6daf7,15847,14335,26382,27914,-20264,-1568,-14828,-23075,-15114,-9481
1599834800041641014,d887e5771323d9affa25f62ce8dafebb137b081e,-10105,-6793,4899,-9809,-1499,-2516,-5926,-325,4987,2078
1599834800042721938,d87ee60f12cbd926f9aff57be939ffa613100791,-10114,-6641,4811,-9946,-1617,-2693,-5831,-90,4880,1937
1599834800135895747,15f6afeded0094170304f8d7fdebee0eb9d4b0fb,5622,-20499,-4864,-27625,772,-1833,-533,-4594,-17964,-20229
1599834800137766981,87f6b2ee3400b2176304bdd7e9eca50e24d43efc,-30730,-19730,13312,-19945,25348,-16937,-5652,-23282,9428,16124
1599834800138874106,a3fdaef926f12301e017be024dd75df2560905d1,-23555,-20743,9969,8961,-8169,-16894,19927,24050,22025,1489
1599834800140952514,58fdfef993f160021317b201ffd74ef3090853d1,22781,-263,-27663,24578,4887,-19967,-41,20211,2312,21457
1599834800174563954,d6b5f9a1ff15cf87fea2fc0ff44b071e0d97fd32,-10571,-1631,-235,-12409,-350,-1009,-2997,1822,3479,-718
1599834800175611335,d6a4f9dafe73cf92fe50fc2cf4a507a20d32fcb2,-10588,-1574,-397,-12398,-432,-980,-2907,1954,3378,-846
1599834800176709419,380058fd53f8f00ae009f8f4d2d3ebfcd5f2bfd3,14336,22781,21496,-4086,-8183,-1804,-11565,-5124,-10766,-16429
1599834800218168922,a5004cfd72f9280afd0981f467d3aafce3f21cd4,-23296,19709,29433,10250,-759,-32268,26579,-21764,-7182,7380
1599834800222053743,17004ffd58f95d0b130920f402d368fceff17cd4,5888,20477,22777,23819,4873,8436,723,26876,-4111,31956
1599834800223177257,8d006cfd57f9b50b1808c2f3a4d324fcf9f0e0d5,-29440,27901,22521,-19189,6152,-15629,-23341,9468,-1552,-7979
1599834800308229322,fdc9fa2f0b830749f254d18afd18ed5ad83b0263,-567,-1489,2947,1865,-3500,-11894,-744,-4774,-10181,611
1599834800311293147,fdc7fa1d0b8506daf228d145fd14ecd0d8cf0299,-569,-1507,2949,1754,-3544,-11963,-748,-4912,-10033,665
1599834800313151062,0316ff12fa650b8e030df124cf08fc96e92fddda,790,-238,-1435,2958,781,-3804,-12536,-874,-5841,-8742
1599834800353118163,0329fef0fa4d0bc302abf129cec1fc7ae8ccde86,809,-272,-1459,3011,683,-3799,-12607,-902,-5940,-8570
1599834800358124330,ce38fc49e817dfde02fcff20fa470ae901edf137,-12744,-951,-6121,-8226,764,-224,-1465,2793,493,-3785
1599834800360203872,cdf5fc35e7c2e08902f6ff38fa2d0a9201d8f149,-12811,-971,-6206,-8055,758,-200,-1491,2706,472,-3767
1599834800398091059,cbf0fb73e5fbe5c4045bffd3f98d08d0fd09f291,-13328,-1165,-6661,-6716,1115,-45,-1651,2256,-759,-3439
1599834800404345783,cbabfb4de5ebe66604adffe7f96b08b0fc21f2d9,-13397,-1203,-6677,-6554,1197,-25,-1685,2224,-991,-3367
1599834800443166715,61f9ba0442ec51fc45c509f38def53f25aff3704,25081,-17916,17132,20988,17861,2547,-29201,21490,23295,14084
1599834800443737376,c9f9e90422ebdcfca8c4d1f338f015f2b4feb604,-13831,-5884,8939,-8964,-22332,-11789,14576,5618,-19202,-18940
1599834800488175705,94fa140430eb60fcd3c49bf2e4f0daf311fdbf03,-27398,5124,12523,24828,-11324,-25614,-6928,-9485,4605,-16637
1599834800493004070,f4fa230418eb28fca2c466f297f19df374fcae02,-2822,8964,6379,10492,-23868,26354,-26639,-25101,29948,-20990
1599834800533144003,fbf9820441f511fe21f32cfe6bc379f1eff539f5,-1031,-32252,16885,4606,8691,11518,27587,31217,-4107,14837
1599834800534059047,19fa7d05a4f3f0fd2bf4abff5ac35ff1fcf5aaf5,6650,32005,-23309,-3843,11252,-21505,23235,24561,-779,-21771
1599834800578114999,000867eab5fddbf0fe0037c2b3f1dffa2df5c3fd,8,26602,-18947,-9232,-512,14274,-19471,-8198,11765,-15363
1599834800579869103,7b06c6eb56fdcef084007cc29ff1d8fadaf5e2fc,31494,-14613,22269,-12560,-31744,31938,-24591,-9990,-9483,-7428
1599834800631233658,feb509a7e840f954eec30524c232f2cc00d8f5ec,-331,2471,-6080,-1708,-4413,1316,-15822,-3380,216,-2580
1599834800632224905,fe4b0975e792f9c0ee490523c233f2e501aff5e3,-437,2421,-6254,-1600,-4535,1315,-15821,-3355,431,-2589
1599834800669670099,ea06efe6b5f89bf10007b3c285f42f07e1f54cfd,-5626,-4122,-18952,-25615,7,-19518,-31244,12039,-7691,19709
1599834800670688267,0e075ae70bf89ceffb0887c2a1f46208c0f51cfe,3591,23271,3064,-25361,-1272,-30782,-24076,25096,-16139,7422
1599834800713243860,c2f1f4b70ab5f4c6fda20843e78ff953eabc08f0,-15631,-2889,2741,-2874,-606,2115,-6257,-1709,-5444,2288
1599834800718291619,c324f4d50bc6f4a5fc060826e7b7f9c9e942087e,-15580,-2859,3014,-2907,-1018,2086,-6217,-1591,-5822,2174
1599834800758143306,c520f5d4133cf37dfa200581e421fba9f08d0aae,-15072,-2604,4924,-3203,-1504,1409,-7135,-1111,-3955,2734
1599834800765265130,c568f5f913f6f333fb010510e3b8fc47f0fe0b2b,-15000,-2567,5110,-3277,-1279,1296,-7240,-953,-3842,2859
1599834800803217165,cc0cf6741f3cedd3f54dff57e8260396ec690f4c,-13300,-2444,7996,-4653,-2739,-169,-6106,918,-5015,3916
1599834800809302709,ccb0f6661ff8ed50f4c4fea9e8600427ed2d0f88,-13136,-2458,8184,-4784,-2876,-343,-6048,1063,-4819,3976
1599834800856765580,cdf9f64d214eec3ff3a1fd7ae8de050ceeff0fc6,-12807,-2483,8526,-5057,-3167,-646,-5922,1292,-4353,4038
1599834800858618835,ce9df64121e8ebb2f378fccce9890577efe10fc5,-12643,-2495,8680,-5198,-3208,-820,-5751,1399,-4127,4037
1599834800895979658,d352f6122532e724f2abf92bee26073ff71f0e44,-11438,-2542,9522,-6364,-3413,-1749,-4570,1855,-2273,3652
1599834800897972728,d3d2f6112569e695f29ef8c3eec907aff86c0da7,-11310,-2543,9577,-6507,-3426,-1853,-4407,1967,-1940,3495
1599834800938181360,d66df6c9256be24af49ef738efb80739036c0aa0,-10643,-2359,9579,-7606,-2914,-2248,-4168,1849,876,2720
1599834800944792019,d696f6f3253de1caf52cf72aefc4070a04670a4f,-10602,-2317,9533,-7734,-2772,-2262,-4156,1802,1127,2639
1599834800983267872,d73ff88f234ade51f7b4f861f2be04fc077e078e,-10433,-1905,9034,-8623,-2124,-1951,-3394,1276,1918,1934
1599834800991233079,d744f8cb2306ddf7f802f8caf301049e07c3072d,-10428,-1845,8966,-8713,-2046,-1846,-3327,1182,1987,1837
1599834801163193692,d74afa8720eedb9bfaf9fafaf3fc03d90682052b,-10422,-1401,8430,-9317,-1287,-1286,-3076,985,1666,1323
1599834801177522345,d74dfab120b3db5dfb37fb2af3c903d9061d04f7,-10419,-1359,8371,-9379,-1225,-1238,-3127,985,1565,1271
1599834801179389339,d77cfb8c1f2bd9befa91fd05f441039503c00340,-10372,-1140,7979,-9794,-1391,-763,-3007,917,960,832
1599834801181410038,d783fb9d1f00d993fa9ffd15f45f038903810311,-10365,-1123,7936,-9837,-1377,-747,-2977,905,897,785
1599834801208199510,d7bdfbbe1e0ed895f95efd38f5b3029700f7010d,-10307,-1090,7694,-10091,-1698,-712,-2637,663,247,269
1599834801210344129,d7c2fbb91dfbd882f94ffd3cf5e7027100c800c9,-10302,-1095,7675,-10110,-1713,-708,-2585,625,200,201
1599834801253184190,d7acfb8a1d95d851f8a5fcfef5c900c000a7feca,-10324,-1142,7573,-10159,-1883,-770,-2615,192,167,-310
1599834801254591948,d7a1fb851d8ed857f892fcfdf5c4009a009ffe8b,-10335,-1147,7566,-10153,-1902,-771,-2620,154,159,-373
1599834801256539597,d719fb181d87d8ecf9a6fc52f623001afeeffc16,-10471,-1256,7559,-10004,-1626,-942,-2525,26,-273,-1002
1599834801258511582,d706fafb1d90d90af9e6fc3af5f50010fe95fbce,-10490,-1285,7568,-9974,-1562,-966,-2571,16,-363,-1074
1599834801343268031,d66ff98c1e31da61f9f8fb96f508ffebfbbaf99c,-10641,-1652,7729,-9631,-1544,-1130,-2808,-21,-1094,-1636
1599834801388192395,d65ff94d1e50da97f9f4fb89f4e3fff4fb48f95e,-10657,-1715,7760,-9577,-1548,-1143,-2845,-12,-1208,-1698
1599834801391477732,d619f6861f99dc9df864f8e4f4120100f78af733,-10727,-2426,8089,-9059,-1948,-1820,-3054,256,-2166,-2253
1599834801393388196,d617f6191fc7dce6f836f88ff3ba0124f747f706,-10729,-2535,8135,-8986,-1994,-1905,-3142,292,-2233,-2298
1599834801394485238,d607f28e210adf69f45ff67bf1130142f8aaf598,-10745,-3442,8458,-8343,-2977,-2437,-3821,322,-1878,-2664
1599834801433226017,d5f7f2272120dfc0f3aff5f5f07c0110f97df558,-10761,-3545,8480,-8256,-3153,-2571,-3972,272,-1667,-2728
1599834801438873600,d462f02820a1e25ef486f89fea39ff8802fbf50e,-11166,-4056,8353,-7586,-2938,-1889,-5575,-120,763,-2802
1599834801439943579,d41eeffa2075e2abf53df94de99cffd802e6f513,-11234,-4102,8309,-7509,-2755,-1715,-5732,-40,742,-2797
1599834801478286768,d23beda61eefe565f27bfb0ce4f101600393f1e8,-11717,-4698,7919,-6811,-3461,-1268,-6927,352,915,-3608
1599834801479533531,d1e7ed651e9be5c3f306fb7fe457012a0515f1b4,-11801,-4763,7835,-6717,-3322,-1153,-7081,298,1301,-3660
1599834801523248309,cf24ebae1b79e8bdf922fefee2fe005803e5f200,-12508,-5202,7033,-5955,-1758,-258,-7426,88,997,-3584
1599834801526180861,cedfeb621b25e92ff73cfe6ae3b6015003a1f0a6,-12577,-5278,6949,-5841,-2244,-406,-7242,336,929,-3930
1599834801528040486,cbfcea3616b7ec01f8a601f2e58affb30da8f2b6,-13316,-5578,5815,-5119,-1882,498,-6774,-77,3496,-3402
1599834801530081069,cb9cea2b160cec49f8b40243e62efffe0dacf2b9,-13412,-5589,5644,-5047,-1868,579,-6610,-2,3500,-3399
1599834801568234543,0148ef9bfb0018bbfd06c482f199f96cee7efd34,328,-4197,-1280,6331,-762,-15230,-3687,-1684,-4482,-716
1599834801569438375,018bef8ffa78194dfd97c48ef224f86fee4ffdcc,395,-4209,-1416,6477,-617,-15218,-3548,-1937,-4529,-564
1599834801613239892,01f7ef92fa0b195bfde8c49ef2b0f776ee1efe30,503,-4206,-1525,6491,-536,-15202,-3408,-2186,-4578,-464
1599834801617287046,026eef9ef9de192ffe21c4b3f33df680edeefe43,622,-4194,-1570,6447,-479,-15181,-3267,-2432,-4626,-445
1599834801658239366,f1d9f978186bff64c599f699f0f9ecbafee101c8,-3623,-1672,6251,-156,-14951,-2407,-3847,-4934,-287,456
1599834801662828859,f258f9421898ffaac5d3f732f011ec7fff5d01e5,-3496,-1726,6296,-86,-14893,-2254,-4079,-4993,-163,485
1599834801703330179,f27cf8f518d3001ec612f7cdef2bec3fffc201fa,-3460,-1803,6355,30,-14830,-2099,-4309,-5057,-62,506
1599834801707234445,031ff330f7b7166902c4c84dfc07e98fea360242,799,-3280,-2121,5737,708,-14259,-1017,-5745,-5578,578
1599834801748196262,0329f375f79415d0030bc8abfc9be8e2e9e50295,809,-3211,-2156,5584,779,-14165,-869,-5918,-5659,661
1599834801752705476,cbb900c3e4d4e701030b0472f71ff6480e070622,-13383,195,-6956,-6399,779,1138,-2273,-2488,3591,1570
1599834801793278812,cc160135e487e69a030a04a1f72df61c0ce00659,-13290,309,-7033,-6502,778,1185,-2259,-2532,3296,1625
1599834801798729286,2402600061f974f0e10bae0872d32c0944e234de,9218,24576,25081,29936,-7925,-20984,29395,11273,17634,13534
1599834801845956016,a302b000cff94ef0b00a6a086bd3a709c6e237de,-23806,-20480,-12295,20208,-20470,27144,27603,-22775,-14622,14302
1599834801846836706,2202d50102f96cf09e091e085ed41d0a3fe245dd,8706,-11007,761,27888,-25079,7688,24276,7434,16354,17885
1599834801883206665,a102c70119f9bef0b507d90845d48e0ab2e25ddd,-24318,-14591,6649,-16656,-19193,-9976,17876,-29174,-19742,24029
1599834801884598893,a10cb8e34ada9a044aff49f9e5f00a0338080ad7,-24308,-18205,19162,-26108,19199,18937,-6672,2563,14344,2775
1599834801928275621,060d12e390da1504f8ff34f9b7eff1024a0815d7,1549,4835,-28454,5380,-1793,13561,-18449,-3838,18952,5591
1599834801930126056,d98d0e69e70cd5b80566ff17fa4df0daf85708a9,-9843,3689,-6388,-10824,1382,-233,-1459,-3878,-1961,2217
1599834802018306142,d9d10e6ae79dd5270553ff0cfa5af0eaf7a808c9,-9775,3690,-6243,-10969,1363,-244,-1446,-3862,-2136,2249
1599834802019233021,da970e41e970d37305e5ff1afa81f136f5510926,-9577,3649,-5776,-11405,1509,-230,-1407,-3786,-2735,2342
1599834802021183183,dad60e1fea18d2e105fdff2dfa72f168f431094d,-9514,3615,-5608,-11551,1533,-211,-1422,-3736,-3023,2381
1599834802063285203,dc5e0b39f043ce79019bfef9faf2f426eb6d08d8,-9122,2873,-4029,-12679,411,-263,-1294,-3034,-5267,2264
1599834802108313663,dc890ab9f116cdfd00d2fe93fafdf45ceb7b08a1,-9079,2745,-3818,-12803,210,-365,-1283,-2980,-5253,2209
1599834802111410262,de2006f3f74dcadaff70fdc0f918f6b6ec7507cb,-8672,1779,-2227,-13606,-144,-576,-1768,-2378,-5003,1995
1599834802113256385,de510657f80eca89ffd9fde4f8d5f79feade078d,-8623,1623,-2034,-13687,-39,-540,-1835,-2145,-5410,1933
1599834802114326069,df60fe31fe77c8fdfb6bf8f1f8beff19de5f0412,-8352,-463,-393,-14083,-1173,-1807,-1858,-231,-8609,1042
1599834802198327321,df7cfcf2ff3bc8f7fa76f7e6f8f0ffc0de57039e,-8324,-782,-197,-14089,-1418,-2074,-1808,-64,-8617,926
1599834802198887204,e0f5f2f404a7c9c5f9eaf582f44603ecddcf0342,-7947,-3340,1191,-13883,-1558,-2686,-3002,1004,-8753,834
1599834802201326655,e13bf1900546ca06fa53f577f3a2049ddc6e02d9,-7877,-3696,1350,-13818,-1453,-2697,-3166,1181,-9106,729
1599834802243352547,e323e61a09c3ce07f0f3f50ae88b04addfacfba7,-7389,-6630,2499,-12793,-3853,-2806,-6005,1197,-8276,-1113
1599834802247106126,e340e4f80a1bcea2f0eaf517e7480499e297faad,-7360,-6920,2587,-12638,-3862,-2793,-6328,1177,-7529,-1363
1599834802248893417,e369de600a6fd2d7f708f657e3540752f0c4f6a4,-7319,-8608,2671,-11561,-2296,-2473,-7340,1874,-3900,-2396
1599834802288345510,e367ddab0a4bd359f804f5ebe2f40764f0d5f5ff,-7321,-8789,2635,-11431,-2044,-2581,-7436,1892,-3883,-2561
1599834802293422653,e3b1d79b0965d851faa2f8eadf05081deb95f56f,-7247,-10341,2405,-10159,-1374,-1814,-8443,2077,-5227,-2705
1599834802333266260,e3ccd6c40947d915f96af971decd08a7eb08f510,-7220,-10556,2375,-9963,-1686,-1679,-8499,2215,-5368,-2800
1599834802339299508,e4d5d0bf07abdf57f399fc4fe2500881eef8f488,-6955,-12097,1963,-8361,-3175,-945,-7600,2177,-4360,-2936
1599834802378288855,e4f4d023076de014f328fce8e31b081bef91f49a,-6924,-12253,1901,-8172,-3288,-792,-7397,2075,-4207,-2918
1599834802379085421,e4e7cd2f04c1e47df28b00efe92e01e9fec8f3c1,-6937,-13009,1217,-7043,-3445,239,-5842,489,-312,-3135
1599834802423271152,e4b8cd1f0449e4b3f3be014ce9b900f00147f3e7,-6984,-13025,1097,-6989,-3138,332,-5703,240,327,-3097
1599834802426093347,e2b4cdce00a1e534f7f304deeb37fdd6049df511,-7500,-12850,161,-6860,-2061,1246,-5321,-554,1181,-2799
1599834802468371058,e26fcde60030e550f7d8046ceb7afdbd0457f4cc,-7569,-12826,48,-6832,-2088,1132,-5254,-579,1111,-2868
1599834802470303216,e03bcefcfd2ee5fef98c02dfefa3fc5c0313f794,-8133,-12548,-722,-6658,-1652,735,-4189,-932,787,-2156
1599834802513255836,dffccf19fce9e61cf94102f3f033fc7f0244f7d9,-8196,-12519,-791,-6628,-1727,755,-4045,-897,580,-2087
1599834802516799402,dfc0cf32fca9e63ef8a702f7f064fcae01a5f81c,-8256,-12494,-855,-6594,-1881,759,-3996,-850,421,-2020
1599834802558270561,de32cfddfb1ae740f7e00222f2cafc7d0175f912,-8654,-12323,-1254,-6336,-2080,546,-3382,-899,373,-1774
1599834802565655828,ddfbcffbfae5e75cf8290210f350fc71018af94f,-8709,-12293,-1307,-6308,-2007,528,-3248,-911,394,-1713
1599834802605306899,dc76d0dff97ce822f7ec00b6f5b3fc9e0134fb11,-9098,-12065,-1668,-6110,-2068,182,-2637,-866,308,-1263
1599834802606305565,dc49d0fcf95be835f815009af5e1fc7c0138fb6e,-9143,-12036,-1701,-6091,-2027,154,-2591,-900,312,-1170
1599834802648314266,db05d1c4f8e7e8bef7d7016cf5bbfc7dff3bfdd3,-9467,-11836,-1817,-5954,-2089,364,-2629,-899,-197,-557
1599834802650819757,dae2d1d6f8e8e8d1f7a00186f59efc95ff2ffe0b,-9502,-11818,-1816,-5935,-2144,390,-2658,-875,-209,-501
1599834802693393609,da19d267f903e8f1f8ac01fbf51afd5100550070,-9703,-11673,-1789,-5903,-1876,507,-2790,-687,85,112
1599834802698596576,da0ad273f90fe8ecf8b6022cf507fd88001900bd,-9718,-11661,-1777,-5908,-1866,556,-2809,-632,25,189
1599834802783439572,d9e5d26bfa0de8f4f8d10317f46bfe92fcad033c,-9755,-11669,-1523,-5900,-1839,791,-2965,-366,-851,828
1599834802785881115,d9e7d25cfa46e8fff8c3030cf432feb7fc100392,-9753,-11684,-1466,-5889,-1853,780,-3022,-329,-1008,914
1599834802787865176,da44d190fcbbe985f6100392f2b1ff72fa1e061b,-9660,-11888,-837,-5755,-2544,914,-3407,-142,-1506,1563
1599834802789818012,da58d176fd11e98df61603bdf262ff71fa88065e,-9640,-11914,-751,-5747,-2538,957,-3486,-143,-1400,1630
1599834802828282353,db12d113ff87e8f8f72004f3ef8ffee2fe980810,-9454,-12013,-121,-5896,-2272,1267,-4209,-286,-360,2064
1599834802829014818,db2ed10fffd5e8d3f75404a7ef39fee1fea90861,-9426,-12017,-43,-5933,-2220,1191,-4295,-287,-343,2145
1599834802873357907,dc54d0c802ffe7cff70904beec0cff4bfb490b33,-9132,-12088,767,-6193,-2295,1214,-5108,-181,-1207,2867
1599834802875140362,dc87d0b5037ee7baf6b004dbeb83ff78face0b75,-9081,-12107,894,-6214,-2384,1243,-5245,-136,-1330,2933
1599834802918321709,de9cd001078fe717f286022ae9420113fb690cd8,-8548,-12287,1935,-6377,-3450,554,-5822,275,-1175,3288
1599834802923026006,dee8cff3080de6f4f26201e9e97f0116fc050d0b,-8472,-12301,2061,-6412,-3486,489,-5761,278,-1019,3339
1599834802963362959,e14ad04c0b40e499f1feff2be96b015904dd0da8,-7862,-12212,2880,-7015,-3586,-213,-5781,345,1245,3496
1599834802971320099,e190d0740b8ce426f287fed4e8e0015605cd0da7,-7792,-12172,2956,-7130,-3449,-300,-5920,342,1485,3495
1599834803008405885,e400d1e40d87e054f53ff9f2e89c02d707880d1c,-7168,-11804,3463,-8108,-2753,-1550,-5988,727,1928,3356
1599834803009431172,e452d21b0dbadfd2f4e0f9eee8c902cd08370cfe,-7086,-11749,3514,-8238,-2848,-1554,-5943,717,2103,3326
1599834803053370297,e633d4e90e5cdb04f587f790eb370167104b0a4d,-6605,-11031,3676,-9468,-2681,-2160,-5321,359,4171,2637
1599834803056355033,e658d5640e56da5bf5f3f797eb26013d10dd09f7,-6568,-10908,3670,-9637,-2573,-2153,-5338,317,4317,2551
1599834803098285504,e707d9f60d70d50bf6d5f82cee1f007b154806e7,-6393,-9738,3440,-10997,-2347,-2004,-4577,123,5448,1767
1599834803101878673,e70edaa40d3ed460f76bf844eec0006415ca06b8,-6386,-9564,3390,-11168,-2197,-1980,-4416,100,5578,1720
